objectid,gdb_geomattr_data,shape,nome_if,satatus,data_inicio,data_fim,bioma,uf,municipio,dominio,globalid,data_primeiro,created_user,created_date,last_edited_user,last_edited_date,operacao,nivel,tipo_area,regiao,responsavel,local,obs,x,y,amazonia_legal,bioma_ibge,regiao_ibge,uf_ibge,municipio_ibge
168495,,01010000A0110F0000A089B0A50CB959C1002FDD64EFFD15410000000000000000,RR038,extinto,2025-02-26 00:00:00,2025-02-27 00:00:00,,,,federal,{E150F424-9C03-4CD4-B5FA-64CD9BCBCD0F},2025-02-26 00:00:00,bruno.blanco,2025-02-27 18:31:14,bruno.blanco,2025-02-27 18:31:14,roraima,1,ti,,prevfogo,Comunidade Vista Nova,,3.235052080384071,-60.574213382378204,AM_Legal,Amazônia,Norte,RR,Boa Vista
152095,,01010000A0110F0000068195C79AE359C1C0627F1945761C410000000000000000,RR014,extinto,2025-01-20 00:00:00,2025-01-20 00:00:00,,,,federal,{A342ECCD-E64C-43F2-8258-3B7B58E46DA4},2025-01-20 00:00:00,06535029581,2025-01-23 12:43:09,bruno.blanco,2025-02-28 15:17:32,roraima,1,ti,,prevfogo,Serra do Mel,"A brigada são Marcos, hoje esteve com 05 brigadista para fazer a extinção na serra do mel.",4.185308231250323,-60.965668007771185,AM_Legal,Amazônia,Norte,RR,Pacaraima
152495,,01010000A0110F0000BE9F1A8B32F559C140FDF675251F1E410000000000000000,RR015,extinto,2024-12-07 00:00:00,2024-12-07 00:00:00,,,,federal,{31EA9239-956B-4D63-A852-A6C4021EFFDB},2024-12-07 00:00:00,06535029581,2025-01-23 12:46:10,bruno.blanco,2025-02-28 15:17:49,roraima,1,ti,,prevfogo,Comunidade Sorocaima II,Fagulha transportada pelo vento,4.42888888889262,-61.127500000307,AM_Legal,Amazônia,Norte,RR,Pacaraima
42495,,01010000A0110F000028ED0D56742A59C180E2C718B88017C10000000000000000,AM060_Missao_Tauari,extinto,2024-09-14 00:00:00,2024-09-15 00:00:00,amazoni,AM,Autazes,federal,{35692FB8-0F6F-4610-8463-8242143C10FE},2024-09-14 00:00:00,dmitri.lechner,2024-09-16 14:36:43,pedro.pires,2024-10-03 22:43:43,brasil,1,ti,norte,prevfogo,TI TAUARI,,"070° 13' 8.8"" W","08° 23' 45.54"" S",AM_Legal,Amazônia,Norte,AM,Autazes
804,,01010000A0110F00009A2A18C134F25AC1E0C7983BAB8B29C10000000000000000,AM023_Fazenda_do_Nery,extinto,,,amazoni,AM,Lábrea,part,{34C49C88-774B-4DC9-B72C-D2B295264369},2024-08-14 03:00:00,jade.oliveira,2024-08-17 14:49:37,pedro.pires,2024-10-03 22:43:43,humaita,2,privado,norte,prevfogo,BR230/ LÁBREA ,08PREVFOGO. 02 L 200 TRITON,"063° 27' 17.51"" W","07° 29' 53.17"" S",AM_Legal,Amazônia,Norte,AM,Canutama
42494,,01010000A0110F0000285C8F3A0E6859C1C0073D5B795919C10000000000000000,AM059_Missao_Juma,extinto,2024-09-13 00:00:00,2024-09-13 00:00:00,amazoni,AM,,,{7BE91FF9-CC54-4FB8-9031-38BD72F4ECA6},,dmitri.lechner,2024-09-16 14:32:46,pedro.pires,2024-10-03 22:43:43,brasil,1,,,prevfogo,,,"062° 27' 11.32"" W","08° 34' 59.47"" S",AM_Legal,Amazônia,Norte,AM,Careiro
805,,01010000A0110F0000C66D344CD2BC5AC1204850BCA37E29C10000000000000000,AM024_Açaizal_do_Bigode,extinto,,,amazoni,AM,Humaitá,estadual,{0980EAD0-EA3E-4302-9F5D-B63B54765C55},2024-08-15 03:00:00,jade.oliveira,2024-08-17 15:16:36,pedro.pires,2024-10-03 22:43:43,humaita,2,publico_e,centro,prevfogo,Lagoa das Pupunhas,05 PREVFOGO. 01 L 200 TRITON,"062° 57' 49.65"" W","07° 28' 59.69"" S",AM_Legal,Amazônia,Norte,AM,Humaitá
166095,,01010000A0110F00005A423E1CEDB659C1400E2DF2A59517410000000000000000,RR033,extinto,2025-02-17 01:00:00,2025-02-17 01:00:00,,,,federal,{C0A65F8D-D3F2-4614-9005-E8DF97324EDA},2025-02-17 01:00:00,bruno.blanco,2025-02-18 18:18:00,bruno.blanco,2025-02-28 15:21:24,roraima,1,ti,,prevfogo,Comunidade 3 Irmãos - Baixo São Marcos,,3.4690540164703245,-60.554682682209005,AM_Legal,Amazônia,Norte,RR,Boa Vista
169295,,01010000A0110F0000F831E632189F59C1801058B9568E17410000000000000000,RR041,extinto,2025-02-28 00:00:00,2025-02-28 00:00:00,,,,federal,{CB671604-718E-48C4-9929-ED5CA86FEBBE},2025-02-28 00:00:00,bruno.blanco,2025-03-03 20:36:19,bruno.blanco,2025-03-03 20:36:19,roraima,1,ti,,prevfogo,Próximo a Serra do Flexal_Baixo São Marcos,,3.464859339181402,-60.335461,AM_Legal,Amazônia,Norte,RR,Boa Vista
169297,,01010000A0110F000082E2C794E7E759C1C0FC87B46BEC15410000000000000000,RR046,extinto,2025-03-02 00:00:00,2025-03-03 00:00:00,,,,federal,{D6548C57-808D-4821-8719-FE44F281D46C},2025-03-02 00:00:00,bruno.blanco,2025-03-03 20:49:26,bruno.blanco,2025-03-03 20:49:26,roraima,1,ti,,prevfogo,Truaru Cabeceira,,3.2249986615111084,-61.005222682209016,AM_Legal,Amazônia,Norte,RR,Alto Alegre
170095,,01010000A0110F0000D4BCE3DC999559C100166A0D3AED15410000000000000000,RR047,extinto,2025-03-02 00:00:00,2025-03-03 00:00:00,,,,federal,{3134DC05-C999-4B1C-9E35-43AFDE1902A5},2025-03-02 00:00:00,bruno.blanco,2025-03-05 15:55:23,bruno.blanco,2025-03-05 15:55:23,roraima,1,ti,,prevfogo,Comunidade Jabuti,,3.2254613394717904,-60.24813268220902,AM_Legal,Amazônia,Norte,RR,Bonfim
172495,,01010000A0110F0000E04F8DDB0D9559C180BB9690704D18410000000000000000,RR055,extinto,2025-03-05 00:00:00,2025-03-05 00:00:00,,,,federal,{E7777CF9-620D-4B38-8E1B-74EE4287D3EF},2025-03-05 00:00:00,leandro.bruno,2025-03-06 15:37:38,leandro.bruno,2025-03-06 17:40:45,roraima,1,ti,,prevfogo,TI Raposa Serra do Sol,Comunidade Nova Geração,3.57452017753606,-60.24310192883606,AM_Legal,Amazônia,Norte,RR,Normandia
173695,,01010000A0110F000076BE9F521FB459C1007A36EBE0CF15410000000000000000,RR058,extinto,2025-03-06 00:00:00,2025-03-06 00:00:00,,,,federal,{3BF60EA4-B8B0-44EB-948E-B5FD782EF970},2025-03-06 00:00:00,leandro.bruno,2025-03-07 15:35:14,leandro.bruno,2025-03-07 15:35:14,roraima,1,ti,,prevfogo,Comunidade Campo Alegre,,3.2086150224849423,-60.528890699999984,AM_Legal,Amazônia,Norte,RR,Boa Vista
174095,,01010000A0110F000074D712C6958C59C1C03B4E51AC5F1A410000000000000000,RR059,extinto,2025-03-10 00:00:00,2025-03-11 00:00:00,,,,federal,{3B296B6F-CE05-4C36-9EF5-95E9ED2CB60A},,leandro.bruno,2025-03-11 19:18:23,leandro.bruno,2025-03-11 19:18:23,roraima,1,ti,,prevfogo,TI Raposa do Serra do Sol,Área manejada com QP.,3.8787179732943784,-60.165197012247404,AM_Legal,Amazônia,Norte,RR,Normandia
1259,,01010000A0110F00001AE25827335259C1A0999959473328C10000000000000000,AM030_Roropes,extinto,2024-08-09 00:00:00,,amazoni,AM,Apuí,federal,{66554BA7-3EB0-4BA3-A3D2-EDBDEABF1D1B},2024-08-09 00:00:00,luiz.guilherme.gomes,2024-08-20 13:27:10,pedro.pires,2024-10-03 22:43:43,apui,2,pa,norte,prevfogo,BR 230 KM 30 sentido Pará ,05 PREVFOGO. 01 L 200 TRITON,"059° 37' 41.25"" W","07° 06' 19.15"" S",AM_Legal,Amazônia,Norte,AM,Apuí
1260,,01010000A0110F000036AB3EA3E56259C100A167D352BD27C10000000000000000,AM028_Quase Morto,extinto,2024-08-05 00:00:00,,amazoni,AM,Apuí,federal,{B6F472A2-66DB-4ADC-9DD6-9F20E2308ABA},2024-08-08 00:00:00,luiz.guilherme.gomes,2024-08-20 13:28:58,jade.oliveira,2024-10-30 11:01:32,apui,2,pa,norte,prevfogo,Vicinal sulino,01 L 200 TRITON,"059° 47' 16.83"" W","06° 56' 12.04"" S",AM_Legal,Amazônia,Norte,AM,Apuí
15709,,01010000A0110F00005817B7D19F3C54C180976E52AF002DC10000000000000000,TO145,extinto,2024-08-27 00:00:00,,cerrado,TO,Itacajá ,federal,{324E412B-64E4-4A8E-A8C3-9D9C5E536DD0},2024-08-27 00:00:00,leandro.bruno,2024-09-02 17:34:57,quaresma,2024-10-29 20:30:16,brasil,1,ti,norte,prevfogo,TI Kraolândia,,"047° 31' 49.44"" W","08° 35' 2.76"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
15711,,01010000A0110F0000107A36FB0C2F54C1E0C9C36289452DC10000000000000000,TO146,extinto,2024-08-25 00:00:00,2024-10-09 00:00:00,cerrado,TO,Itacajá ,federal,{0F39C009-4119-4B08-BE70-CFF7673EF263},2024-08-27 00:00:00,leandro.bruno,2024-09-02 17:45:38,quaresma,2024-10-29 20:30:16,brasil,1,ti,norte,prevfogo,TI Kraolândia,,"048° 11' 17.48"" W","09° 29' 27.46"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
32892,,01010000A0110F00000E9C331E061954C1004D842D39EE2CC10000000000000000,TO164,extinto,2024-09-05 00:00:00,2024-10-09 00:00:00,cerrado,TO,Itacajá,federal,{DFFA2615-5B27-4BB9-B711-86718C2F8E4C},2024-09-06 00:00:00,leandro.bruno,2024-09-10 13:40:54,quaresma,2024-10-29 20:30:16,brasil,1,ti,norte,prevfogo,TI Kraolândia,,"047° 20' 4.27"" W","08° 29' 44.5"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
170495,,01010000A0110F0000C8BAB8AD679459C1C08F3137CFF91A410000000000000000,RR048,extinto,2025-03-02 00:00:00,2025-03-04 00:00:00,,,,federal,{F6DFFF91-EFB4-4085-A318-CC1B9BC0A55C},2025-03-02 00:00:00,bruno.blanco,2025-03-05 16:01:12,bruno.blanco,2025-03-05 16:01:12,roraima,1,ti,,prevfogo,Serra da Comunidade Canavial,,3.9671266627140924,-60.23713068220901,AM_Legal,Amazônia,Norte,RR,Normandia
1261,,01010000A0110F00003CBD52E2F23A55C1A0BDC137C8CE24C10000000000000000,Incêndio Flona Carajás,extinto,2024-08-06 03:00:00,2024-11-12 00:00:00,amazoni,PA,,federal,{94C47462-6927-4DC2-8053-F3A994C8CC7E},2024-08-06 03:00:00,sarah.fontoura.terceirizada,2024-08-20 13:35:05,luiz.guilherme.gomes,2024-11-12 15:36:01,brasil,1,ucf,,icmbio,,,"049° 59' 41.02"" W","06° 06' 48.0"" S",AM_Legal,Amazônia,Norte,PA,Parauapebas
165295,,01010000A0110F0000F6065FC0B1A857C1F8E4617937FA4AC10000000000000000,Incêndio APA do Ibirapuitã,extinto,2025-02-06 00:00:00,2025-02-06 00:00:00,,,,,{1AB30EFB-C83B-4420-A12E-1F3F14814029},2025-02-06 00:00:00,leticia.couto,2025-02-18 13:22:17,leticia.couto,2025-02-18 13:22:17,brasil,1,,,icmbio,,,-30.251996529679253,-55.714008046627036,,Pampa,Sul,RS,Quaraí
168095,,01010000A0110F0000A089B0D5639859C1406210D852FF15410000000000000000,RR037,extinto,2025-02-25 00:00:00,2025-02-25 00:00:00,,,,federal,{208F759A-3684-48B0-93EA-CD2C3A1F0CE9},2025-02-25 00:00:00,bruno.blanco,2025-02-26 19:46:40,bruno.blanco,2025-02-26 19:46:40,roraima,1,ti,,prevfogo,Comunidade Jabuti,,3.2358490727351135,-60.273787555982324,AM_Legal,Amazônia,Norte,RR,Bonfim
156895,,01010000A0110F0000E461A1123DF859C1C0490C02D7D61C410000000000000000,RR024,extinto,2025-02-04 00:00:00,2025-02-04 01:00:00,,,,federal,{6926FDE8-2E88-4418-B43A-5AA3A15C42BF},2025-02-04 01:00:00,bruno.blanco,2025-02-06 21:31:04,bruno.blanco,2025-02-28 15:18:53,roraima,1,ti,,prevfogo,Comunidade Santa Rosa,,4.240678375939273,-61.15547459485557,AM_Legal,Amazônia,Norte,RR,Pacaraima
166895,,01010000A0110F000066F7E4A1D19E59C1406B9AB7673318410000000000000000,RR035,extinto,2025-02-18 01:00:00,2025-02-18 01:00:00,,,,federal,{B8216319-E48B-4AE4-9688-E0C4FCE22FAF},2025-02-18 01:00:00,bruno.blanco,2025-02-19 19:40:08,bruno.blanco,2025-02-28 15:23:44,roraima,1,ti,,prevfogo,Comunidade Brilho do Sol,,3.5595813390600597,-60.33292536441803,AM_Legal,Amazônia,Norte,RR,Normandia
169695,,01010000A0110F0000244A7B67E3F859C1C08173860AFA1D410000000000000000,RR042,extinto,2025-03-01 00:00:00,2025-03-01 00:00:00,,,,federal,{A698CB30-A9B7-4AC6-8A3D-744056CE1FF9},2025-03-01 00:00:00,bruno.blanco,2025-03-03 20:38:44,bruno.blanco,2025-03-03 20:38:44,roraima,1,ti,,prevfogo,Próximo a Serra do Pica Pau_Sorocaima,,4.407619686363897,-61.161451317790984,AM_Legal,Amazônia,Norte,RR,Pacaraima
169696,,01010000A0110F00008C4AEA549CF659C1C0293A523B8B1D410000000000000000,RR043,extinto,2025-03-02 00:00:00,2025-03-02 00:00:00,,,,federal,{B5BFB47C-6B2E-4099-9BCA-4259D85EAD8D},2025-03-02 00:00:00,bruno.blanco,2025-03-03 20:40:37,bruno.blanco,2025-03-03 20:40:37,roraima,1,ti,,prevfogo,Entorno da Comunidade Boca da Mata,,4.344098663411232,-61.1405,AM_Legal,Amazônia,Norte,RR,Pacaraima
169697,,01010000A0110F00000CB5A685567559C180F2B01005FF19410000000000000000,RR045,extinto,2025-03-02 00:00:00,2025-03-03 00:00:00,,,,federal,{0A568507-B708-4134-B3E7-D7B3770419B9},2025-03-02 00:00:00,bruno.blanco,2025-03-03 20:44:18,bruno.blanco,2025-03-03 20:44:18,roraima,1,ti,,prevfogo,Serra da Comunidade Guariba,,3.823275338703021,-59.95135299999999,AM_Legal,Amazônia,Norte,RR,Normandia
172895,,01010000A0110F000010C7BAD07CC559C1C07F483F662A17410000000000000000,RR056,extinto,2025-03-05 00:00:00,2025-03-05 00:00:00,,,,federal,{E63C86D3-AB1B-4D61-AC40-5F5C44DB88FC},2025-03-05 00:00:00,leandro.bruno,2025-03-06 15:46:40,leandro.bruno,2025-03-06 17:44:53,roraima,1,pa,,prevfogo,Nova Amazônia 1,,3.4075053230526016,-60.68862885767213,AM_Legal,Amazônia,Norte,RR,Boa Vista
694,,01010000A0110F0000EA95B278342854C1806ABC34FD982DC10000000000000000,TO073_Kraolandia,extinto,2024-08-08 00:00:00,2024-08-20 00:00:00,cerrado,TO,Itacajá,federal,{372FF899-7FC1-48B1-B7C4-415BD4209BDA},,luiz.guilherme.gomes,2024-08-10 19:20:57,pedro.pires,2024-10-03 22:43:43,brasil,,ti,norte,prevfogo,TI Kraolândia,,"047° 28' 2.74"" W","08° 40' 44.29"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
696,,01010000A0110F0000F831E64E4C1E54C16020411168292DC10000000000000000,TO072_Kraolandia,extinto,2024-08-08 00:00:00,2024-08-20 00:00:00,cerrado,TO,Itacajá,federal,{0A1A23B7-D457-4DD2-B9D5-58BA3E2A18CB},,luiz.guilherme.gomes,2024-08-10 19:25:18,pedro.pires,2024-10-03 22:43:43,brasil,,ti,norte,prevfogo,TI Kraolândia,,"047° 22' 34.67"" W","08° 33' 7.62"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
485,,01010000A0110F0000EC9E3C705B1A54C14013610355832DC10000000000000000,TO005_Proximo_Aldeia_Grande,extinto,2024-07-17 00:00:00,2024-07-30 00:00:00,cerrado,TO,Itacajá,federal,{CD2A17E8-18F4-4150-BA54-776BC60355D2},,leandro.bruno,2024-07-22 14:09:01,pedro.pires,2024-10-03 22:43:43,brasil,,ti,Norte,prevfogo,TI Kraolândia,,"047° 20' 24.16"" W","08° 39' 15.67"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
174495,,01010000A0110F0000D044D8FC119150C1E0ACFA0CBD333CC10000000000000000,BA - 055 Aldeia Mirapé,extinto,2025-03-11 00:00:00,2025-03-11 00:00:00,,,,,{4928619E-178C-4BA7-BCF0-C9AC1032F7D6},2025-03-11 00:00:00,dmitri.lechner,2025-03-11 20:08:05,dmitri.lechner,2025-03-11 20:08:05,brasil,1,,,prevfogo,,,-16.37553497089121,-39.01253877239559,,Mata Atlântica,Nordeste,BA,Porto Seguro
491,,01010000A0110F000086A7576AF51754C120E25837664D2DC10000000000000000,TO006_Proximo_Aldeia_Serra_Grande,extinto,2024-07-17 00:00:00,2024-07-30 00:00:00,cerrado,TO,Itacajá,federal,{710337AF-961D-46C8-A26A-71D7E897D432},,leandro.bruno,2024-07-22 20:15:08,pedro.pires,2024-10-03 22:43:43,brasil,,ti,Norte,prevfogo,TI Kraolândia,,"047° 19' 4.74"" W","08° 35' 34.94"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
493,,01010000A0110F000008AC1C362F1F54C1802497DFDC382DC10000000000000000,TO004_Sudeste_da_TI,extinto,2024-07-17 00:00:00,2024-07-22 00:00:00,cerrado,TO,Itacajá,federal,{48996B41-E5DD-4ED8-806A-1C6210B5A1F3},,leandro.bruno,2024-07-22 20:16:47,pedro.pires,2024-10-03 22:43:43,brasil,,ti,Norte,prevfogo,TI Kraolândia,,"047° 23' 4.02"" W","08° 34' 10.88"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
176096,,01010000A0110F0000FC3A70EA6B8159C1405227A09C7619410000000000000000,RR061,extinto,2025-03-11 00:00:00,2025-03-11 00:00:00,,,,federal,{AB038C9D-F69D-4DDD-B03E-EA7D9B6474DC},2025-03-11 00:00:00,leandro.bruno,2025-03-12 14:21:01,leandro.bruno,2025-03-12 14:21:01,roraima,1,ti,,prevfogo,Comunidade Raposa 2,,3.745022415456718,-60.06250671345168,AM_Legal,Amazônia,Norte,RR,Normandia
481,,01010000A0110F00008A1F63DE693954C1607DAE96CB442CC10000000000000000,TO002_Aldeia_Porteira,extinto,2024-07-14 00:00:00,2024-07-27 00:00:00,cerrado,TO,Goiatins,federal,{32A769BB-F2D0-4790-864A-E55D7AFDC23D},,leandro.bruno,2024-07-22 13:05:25,pedro.pires,2024-10-03 22:43:43,brasil,,ti,Norte,prevfogo,TI Kraolândia,,"047° 37' 32.61"" W","08° 17' 31.5"" S",AM_Legal,Cerrado,Norte,TO,Goiatins
168895,,01010000A0110F000064EE5A1ADC9359C140F38E139DEA15410000000000000000,RR039,extinto,2025-02-27 00:00:00,2025-02-28 00:00:00,,,,federal,{723A443A-5746-4DA0-88A7-143261FC0A5D},2025-02-27 00:00:00,bruno.blanco,2025-02-28 17:13:04,bruno.blanco,2025-02-28 17:13:04,roraima,1,ti,,prevfogo,Comunidade Jabuti,,3.22396133947348,-60.23211536441801,AM_Legal,Amazônia,Norte,RR,Bonfim
816,,01010000A0110F0000F675E024334854C1801F63AE2AB924C10000000000000000,TO099_Apinaye,extinto,2024-08-14 00:00:00,2024-09-30 00:00:00,cerrado,TO,Cachoeirinha,federal,{EB9BC52F-5088-4DA6-902B-DE40027D6C0D},,leandro.bruno,2024-08-19 16:45:48,quaresma,2024-10-29 20:30:16,brasil,,ti,norte,prevfogo,TI Apinayé,,"047° 45' 42.26"" W","06° 05' 19.03"" S",AM_Legal,Cerrado,Norte,TO,Cachoeirinha
32894,,01010000A0110F00008251494D1D3354C140621058AD0E2DC10000000000000000,TO166,extinto,2024-09-03 00:00:00,2024-10-09 00:00:00,cerrado,TO,Itacajá,federal,{7615979F-0794-4DF8-B1AF-E55B629FEADB},2024-09-06 00:00:00,leandro.bruno,2024-09-10 14:04:20,quaresma,2024-10-29 20:30:16,brasil,1,ti,norte,prevfogo,TI Kraolândia,,"047° 34' 4.01"" W","08° 31' 18.2"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
821,,01010000A0110F0000849ECD9E135C55C1C0FC87B4889934C10000000000000000,TO104_Parque_do_Araguaia,extinto,2024-08-18 00:00:00,2024-10-15 00:00:00,cerrado,TO,Formoso do Araguaia,federal,{AFADBCC7-132B-423C-AAA7-E85A15EA1331},2024-08-19 00:00:00,leandro.bruno,2024-08-19 17:25:14,quaresma,2024-10-29 20:30:16,brasil,1,ti,norte,prevfogo,TI Parque do Araguaia,,"050° 17' 58.06"" W","12° 02' 16.53"" S",AM_Legal,Cerrado,Norte,TO,Formoso do Araguaia
818,,01010000A0110F000032772DED971354C1A0438BAC445F2BC10000000000000000,TO101_Kraolandia,extinto,2024-08-18 00:00:00,2024-10-01 00:00:00,cerrado,TO,Goiatins,federal,{963A96EE-480F-41C8-A74D-78AF165A26E8},,leandro.bruno,2024-08-19 16:58:44,quaresma,2024-10-29 20:30:16,brasil,,ti,norte,prevfogo,TI Kraoândia,,"047° 16' 40.18"" W","08° 01' 51.01"" S",AM_Legal,Cerrado,Norte,TO,Goiatins
32893,,01010000A0110F0000401361ABC11954C1607FD95DCAF72CC10000000000000000,TO165,extinto,2024-09-05 00:00:00,,cerrado,TO,Itacajá,federal,{B9C82AAD-30B6-4FF2-8922-3637B6D7FDBB},,leandro.bruno,2024-09-10 13:55:51,quaresma,2024-10-29 20:30:16,brasil,,ti,norte,prevfogo,TI Kraolândia,,"047° 19' 40.01"" W","08° 29' 5.33"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
32895,,01010000A0110F0000C420B0AA131E54C140A4DF7EF86A2DC10000000000000000,TO167,extinto,2024-09-03 00:00:00,2024-10-09 00:00:00,cerrado,TO,Itacajá,federal,{BB4AA2BD-5A59-4823-9B54-4B4A58A6E956},,leandro.bruno,2024-09-10 14:09:26,quaresma,2024-10-29 20:30:16,brasil,,ti,norte,prevfogo,TI Kraolândia,,"047° 22' 27.34"" W","08° 37' 35.97"" S",AM_Legal,Cerrado,Norte,TO,Itacajá
168896,,01010000A0110F00005227A085AEA159C1C000DE42D5C515410000000000000000,RR040,extinto,2025-02-28 00:00:00,2025-02-28 00:00:00,,,,federal,{1D650490-06CB-45DA-B564-3748F09AC03D},2025-02-28 00:00:00,bruno.blanco,2025-02-28 17:14:51,bruno.blanco,2025-02-28 17:14:51,roraima,1,ti,,prevfogo,Comunidade Jabuti,,3.20284866147864,-60.35926,AM_Legal,Amazônia,Norte,RR,Bonfim
170895,,01010000A0110F0000B6847C58387559C10052B85EB0A51A410000000000000000,RR049,extinto,2025-03-03 00:00:00,2025-03-03 00:00:00,,,,federal,{E551D361-DFC6-4031-ABFB-F62C7BEFFA4C},2025-03-03 00:00:00,bruno.blanco,2025-03-05 18:37:16,bruno.blanco,2025-03-05 18:37:16,roraima,1,ti,,prevfogo,Serra da Mala_Comunidade Guariba,,3.9188784385665594,-59.95026868220901,AM_Legal,Amazônia,Norte,RR,Normandia
173295,,01010000A0110F00005817B7F9AE9C59C1008195835AA312410000000000000000,RR057,extinto,2025-03-05 00:00:00,2025-03-06 00:00:00,,,,,{8BC9A362-FB20-4F60-94C2-A5777CDD1A61},2025-03-06 00:00:00,leandro.bruno,2025-03-06 18:01:18,leandro.bruno,2025-03-06 18:03:07,roraima,1,,,prevfogo,Comunidade Moscow,,2.7421077126588145,-60.31328255264403,AM_Legal,Amazônia,Norte,RR,Bonfim
44493,,01010000A0110F000000000004FB835DC1709A771CD8C331C10000000000000000,Incêndio Resex Chico Mendes,extinto,2024-09-12 03:00:00,2024-09-12 03:00:00,amazoni,AC,,federal,{985D17CE-5A94-4DAB-8712-2CD9AD0F1245},2024-09-12 03:00:00,leticia.couto,2024-09-16 18:33:46,pedro.pires,2024-10-03 22:43:43,brasil,1,ucf,,,,,"068° 46' 41.1"" W","10° 44' 50.87"" S",AM_Legal,Amazônia,Norte,AC,Sena Madureira
44492,,01010000A0110F0000CEAACFC513245DC1C00E9CA375C631C10000000000000000,Incêndio Resex Chico Mendes,extinto,2024-09-11 03:00:00,2024-09-11 03:00:00,amazoni,AC,,federal,{932B01EC-107C-4756-94BF-5A7E788E67D1},2024-09-11 03:00:00,leticia.couto,2024-09-16 18:31:45,pedro.pires,2024-10-03 22:43:43,brasil,1,ucf,,,,,"049° 07' 47.25"" W","07° 06' 26.6"" S",AM_Legal,Amazônia,Norte,AC,Xapuri
176095,,01010000A0110F0000ECE2366A767E59C1001748107F7414410000000000000000,RR060,extinto,2025-03-11 00:00:00,2025-03-11 00:00:00,,,,federal,{BD0752D8-D8E3-4B82-A85E-5613DB8520D3},2025-03-11 00:00:00,leandro.bruno,2025-03-12 14:16:10,leandro.bruno,2025-03-12 14:26:25,roraima,1,ti,,prevfogo,Comunidade São João,,3.0091914359905356,-60.03528772883606,AM_Legal,Amazônia,Norte,RR,Bonfim
176495,,01010000A0110F0000302AA9CF2EC559C1804694364BCC15410000000000000000,RR062,extinto,2025-03-14 00:00:00,2025-03-14 00:00:00,,,,federal,{5CDE194C-EBDB-4DD3-B528-4121D561B869},2025-03-14 00:00:00,leandro.bruno,2025-03-15 19:00:25,leandro.bruno,2025-03-15 19:00:25,roraima,1,ti,,prevfogo,Comunidade Serra da Moça,,3.2065572784985563,-60.68582596441803,AM_Legal,Amazônia,Norte,RR,Boa Vista
492,,01010000A0110F000088F4DB93F02B58C1E093870D22D841C10000000000000000,MS062 - Córrego Jatobá,extinto,2024-07-21 00:00:00,2024-09-06 21:00:00,pantanal,MS,Porto Murtinho,federal,{9A7223D7-73B3-4895-B213-157CABBBB06F},2024-07-22 00:00:00,bruno.blanco,2024-07-22 20:16:10,pedro.pires,2024-10-07 18:22:28,pantanal_sul,1,ti,centro,prevfogo,TI Kadiweu,,"056° 55' 16.69"" W","20° 33' 17.65"" S",,Pantanal,Centro-oeste,MS,Porto Murtinho
177295,,01010000A0110F000044696F24D59750C140AD698E2E4E3CC10000000000000000,BA - 056 Aldeia Velha,extinto,2025-03-13 00:00:00,2025-03-14 00:00:00,,,,,{6D3D985E-A9B2-47BE-BA9B-4AD6D2743067},2025-03-14 00:00:00,dmitri.lechner,2025-03-19 22:00:02,dmitri.lechner,2025-03-19 22:00:02,brasil,1,,,prevfogo,,,-16.433870883036523,-39.074743680058056,,Mata Atlântica,Nordeste,BA,Porto Seguro
180495,,01010000A0110F0000C8BAB83905A559C100143F46DEA315410000000000000000,RR068,extinto,2025-03-21 00:00:00,2025-03-21 00:00:00,,,,federal,{51B2B608-BF14-4C63-B700-5ED1AFD676DF},2025-03-21 00:00:00,leandro.bruno,2025-03-22 14:06:27,leandro.bruno,2025-03-22 14:06:27,roraima,1,ti,,prevfogo,Comunidade Daroura,,3.1833518785555603,-60.38997172883606,AM_Legal,Amazônia,Norte,RR,Boa Vista
178495,,01010000A0110F0000B6A679A726E359C140E3A59BB5511A410000000000000000,RR064,extinto,2025-03-18 00:00:00,2025-03-21 00:00:00,,,,federal,{5B67FA64-0892-4DFD-B549-A9B0723D7D7F},2025-03-19 00:00:00,leandro.bruno,2025-03-20 12:51:28,leandro.bruno,2025-03-22 14:19:51,roraima,1,ti,,prevfogo,,,3.870708282366949,-60.96149531779097,AM_Legal,Amazônia,Norte,RR,Amajari
181695,,01010000A0110F00004E840DFB3D8359C180F4DBD76E611B410000000000000000,RR071,extinto,2025-03-24 00:00:00,2025-03-24 00:00:00,,,,federal,{F51B679A-3A24-4FCF-A152-1C1C22BCF831},2025-03-24 00:00:00,leandro.bruno,2025-03-25 12:46:05,leandro.bruno,2025-03-25 12:46:05,roraima,1,ti,,prevfogo,Mari Mari,,4.026557199276919,-60.07925364232778,AM_Legal,Amazônia,Norte,RR,Normandia
